motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	wm_avg	vent_avg	global_signal_pca	compcor	compcor	compcor	compcor	compcor
0.020229190587997	-0.012701034545898	-0.266603469848633	-0.340347081422806	0.070451140403748	-0.034488487988710	0.462209552526474	0	1.345591425895691	43.463813781738281	53.767829895019531	2.387705087661743	-0.436685115098953	-0.233580172061920	-0.261799603700638	-0.238296926021576	0.295936375856400
0.075444132089615	-0.012956619262695	-0.126271247863770	-0.114393718540668	0.001173248980194	-0.044536940753460	0.176663056015968	0	1.337965965270996	27.336011886596680	37.120216369628906	1.796871423721313	-0.272320270538330	0.015905242413282	0.239387243986130	0.102782621979713	0.037132889032364
0.045772552490234	0.017623901367188	-0.106477737426758	-0.091332674026489	0.048994082957506	-0.004703389015049	0.166429996490479	0	1.315173029899597	18.221466064453125	27.154893875122070	1.332958579063416	-0.203418850898743	0.146792128682137	0.325531721115112	0.004116290714592	0.010107207112014
0.087350010871887	-0.003372192382812	-0.093476295471191	-0.132578358054161	0.034936893731356	-0.053512681275606	0.159055441617966	0	1.277462482452393	15.544064521789551	27.734172821044922	0.940947055816650	-0.168586671352386	0.147666633129120	0.100449278950691	-0.023419396951795	0.095599897205830
0.052710235118866	-0.006139755249023	0.009165763854980	-0.137087330222130	0.036132737994194	-0.037438172847033	0.131079629063606	0	1.225247383117676	14.675063133239746	22.502273559570312	0.665543198585510	-0.151656433939934	0.213801845908165	0.006893731188029	-0.075451031327248	0.146508470177650
0.023506790399551	-0.028039932250977	-0.038762092590332	-0.127424255013466	0.035080883651972	-0.011428627185524	0.152888774871826	0	1.159099936485291	11.843774795532227	12.491239547729492	0.581488847732544	-0.107333526015282	0.155723869800568	0.223211288452148	-0.413751214742661	-0.041365697979927
0.011618614196777	-0.001426696777344	-0.002330780029297	-0.069736726582050	0.016645766794682	0.001779785263352	0.119980841875076	0	1.079744696617126	13.669339179992676	31.824590682983398	0.778648614883423	-0.113290376961231	-0.035137601196766	0.194828212261200	-0.131136223673820	-0.392091512680054
0.024573296308517	-0.016920089721680	-0.006076812744141	-0.034779697656631	-0.029380636289716	-0.017832966521382	0.127873331308365	0	0.988051295280457	7.443587303161621	22.190196990966797	0.406698435544968	-0.082516290247440	-0.104137882590294	0.164867192506790	0.267629653215408	-0.164309814572334
-0.009736895561218	0.003433227539062	0.005598068237305	-0.043084591627121	-0.012953043915331	0.027948392555118	0.146352171897888	0	0.885024130344391	2.443093299865723	7.920699119567871	0.047756683081388	-0.048318456858397	0.121603593230247	0.117122896015644	0.130903288722038	-0.126666769385338
-0.049662292003632	0.001882553100586	0.061753273010254	-0.013366434723139	-0.037762053310871	0.026645522564650	0.166055858135223	1	0.771792113780975	1.026978015899658	-8.076358795166016	0.000338928803103	-0.006431537214667	0.193807199597359	0.093777745962143	-0.081927657127380	-0.103574231266975
-0.058969140052795	0.022979736328125	0.007031440734863	-0.060485955327749	-0.020620210096240	0.055123105645180	0.504755496978760	1	0.649595856666565	10.581294059753418	-10.252253532409668	0.132408186793327	-0.071760542690754	-0.008179159834981	0.182601943612099	-0.107303738594055	0.030516790226102
